--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/1950 a 01/08/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83714;30/08/1995;0000;;24.8;;9;4.5;;;1;
83714;30/08/1995;1200;0;;4.3;;;;;;
83714;31/08/1995;0000;;25;;9.3;5;;;0.5;
83714;31/08/1995;1200;0;;4.7;;;;;;
83714;01/09/1995;0000;;25.6;;9.3;5.5;;;1;
83714;01/09/1995;1200;0;;4.1;;;;;;
83714;02/09/1995;0000;;24.8;;8.5;5.5;;;0.5;
83714;02/09/1995;1200;0;;4.5;;;;;;
83714;03/09/1995;0000;;19.2;;5.5;4.5;;;1;
83714;03/09/1995;1200;0;;6.9;;;;;;
83714;04/09/1995;0000;;17.6;;9.2;1;;;3.5;
83714;04/09/1995;1200;0;;9.1;;;;;;
83714;05/09/1995;0000;;17.6;;8.1;2.5;;;2;
83714;05/09/1995;1200;0;;-1.9;;;;;;
83714;06/09/1995;0000;;20.5;;9.1;2;;;1.5;
83714;06/09/1995;1200;0;;-0.5;;;;;;
83714;07/09/1995;0000;;21.2;;9.4;5.3;;;2;
83714;07/09/1995;1200;0;;-0.6;;;;;;
83714;08/09/1995;0000;;22.4;;9.2;4.7;;;1.5;
83714;08/09/1995;1200;0;;1.7;;;;;;
83714;09/09/1995;0000;;23.2;;9;4.5;;;2;
83714;09/09/1995;1200;0;;2.9;;;;;;
83714;10/09/1995;0000;;23.8;;8.5;6;;;1.5;
83714;10/09/1995;1200;0;;2.5;;;;;;
83714;11/09/1995;0000;;25.4;;8.4;6;;;1;
83714;11/09/1995;1200;0;;3.7;;;;;;
83714;12/09/1995;0000;;17.4;;1.6;5;;;1.5;
83714;12/09/1995;1200;0;;5.7;;;;;;
83714;13/09/1995;0000;;21.4;;5.3;2.6;;;1;
83714;13/09/1995;1200;3.2;;9.3;;;;;;
83714;14/09/1995;0000;;24.8;;7.4;3.5;;;1;
83714;14/09/1995;1200;0;;11.1;;;;;;
83714;15/09/1995;0000;;22.6;;5.6;2.5;;;1;
83714;15/09/1995;1200;0;;11.3;;;;;;
83714;16/09/1995;0000;;19.2;;7;2;;;1;
83714;16/09/1995;1200;0;;8.1;;;;;;
83714;17/09/1995;0000;;18;;0;3;;;1;
83714;17/09/1995;1200;0;;8.1;;;;;;
83714;18/09/1995;0000;;19.4;;2;0.9;;;2;
83714;18/09/1995;1200;3;;11.7;;;;;;
83714;19/09/1995;0000;;22.8;;4.7;1.6;;;1.5;
83714;19/09/1995;1200;7.2;;12.9;;;;;;
83714;20/09/1995;0000;;10.8;;0;2;;;1;
83714;20/09/1995;1200;7.2;;10.5;;;;;;
83714;21/09/1995;0000;;11.4;;0.2;0.5;;;2;
83714;21/09/1995;1200;7.3;;8.1;;;;;;
83714;22/09/1995;0000;;18.8;;6.5;1;;;2;
83714;22/09/1995;1200;0;;8.5;;;;;;
83714;23/09/1995;0000;;18.6;;1.4;2;;;1;
83714;23/09/1995;1200;0;;10.3;;;;;;
83714;24/09/1995;0000;;15;;0;1.5;;;1.5;
83714;24/09/1995;1200;0.5;;13.1;;;;;;
83714;25/09/1995;0000;;18.4;;1.8;0.5;;;1;
83714;25/09/1995;1200;0.9;;11.3;;;;;;
83714;26/09/1995;0000;;23.2;;3.1;1.5;;;1;
83714;26/09/1995;1200;0;;8.5;;;;;;
83714;27/09/1995;0000;;20.4;;0;2;;;1;
83714;27/09/1995;1200;20;;11.3;;;;;;
83714;28/09/1995;0000;;21.8;;0.5;3.5;;;1;
83714;28/09/1995;1200;0;;10.3;;;;;;
83714;29/09/1995;0000;;20.8;;3.5;0.6;;;1;
83714;29/09/1995;1200;3.6;;11.3;;;;;;
83714;30/09/1995;0000;;19.8;;3.5;1;;;1;
83714;30/09/1995;1200;0;;12.3;;;;;;
83714;02/10/1995;0000;;19;;7.8;1.3;;;;
83714;02/10/1995;1200;3.9;;6.7;;;;;;
83714;03/10/1995;0000;;15;;9.1;1.7;;;;
83714;03/10/1995;1200;0;;7.5;;;;;;
83714;04/10/1995;0000;;15.4;;8;1;;;;
83714;04/10/1995;1200;0;;;;;;;;
83714;05/10/1995;0000;;20;;6.7;0;;;;
83714;05/10/1995;1200;0;;;;;;;;
83714;06/10/1995;0000;;15;;1;2;;;;
83714;06/10/1995;1200;0;;;;;;;;
83714;07/10/1995;0000;;20.5;;8.1;1.8;;;;
83714;08/10/1995;0000;;19;;5.7;0.3;;;;
83714;09/10/1995;0000;;;;1.9;1.2;;;;
83714;10/10/1995;0000;;;;7.3;1.2;;;;
83714;10/10/1995;1200;10;;;;;;;;
83714;12/10/1995;0000;;22.8;;8;1;;;1.5;
83714;12/10/1995;1200;0;;4.7;;;;;;
83714;13/10/1995;0000;;16.4;;0;4;;;4;
83714;13/10/1995;1200;0.4;;11.7;;;;;;
83714;14/10/1995;0000;;15.2;;0;1;;;1.5;
83714;14/10/1995;1200;129.5;;14.5;;;;;;
83714;15/10/1995;0000;;16.4;;0;0.3;;;1;
83714;15/10/1995;1200;19;;12.9;;;;;;
83714;16/10/1995;0000;;16;;0;0.7;;;1;
83714;16/10/1995;1200;2.2;;13.7;;;;;;
83714;17/10/1995;0000;;15.8;;0;0.5;;;1.5;
83714;17/10/1995;1200;41.8;;12.5;;;;;;
83714;18/10/1995;0000;;21.8;;8.5;0.6;;;1;
83714;18/10/1995;1200;19.7;;6.7;;;;;;
83714;19/10/1995;0000;;19;;1.2;2.4;;;1;
83714;19/10/1995;1200;7.2;;12.5;;;;;;
83714;20/10/1995;0000;;20.8;;1.1;1;;;1;
83714;20/10/1995;1200;0.4;;12.7;;;;;;
83714;21/10/1995;0000;;17.4;;2.4;1;;;1;
83714;21/10/1995;1200;20.1;;11.3;;;;;;
83714;22/10/1995;0000;;15.4;;8.1;1.2;;;1;
83714;22/10/1995;1200;8.4;;8.7;;;;;;
83714;23/10/1995;0000;;18.8;;9.1;3.5;;;1;
83714;23/10/1995;1200;0;;5.3;;;;;;
83714;24/10/1995;0000;;21.8;;9.1;2.5;;;2;
83714;24/10/1995;1200;0;;3.7;;;;;;
83714;25/10/1995;0000;;24;;9.5;3.7;;;1.5;
83714;25/10/1995;1200;0;;5.9;;;;;;
83714;26/10/1995;0000;;24.8;;8.4;4.2;;;2;
83714;26/10/1995;1200;0;;7.9;;;;;;
83714;27/10/1995;0000;;24;;6.8;4.7;;;1.5;
83714;27/10/1995;1200;0;;8.9;;;;;;
83714;28/10/1995;0000;;17.4;;;3.8;;;1;
83714;28/10/1995;1200;0;;11.7;;;;;;
83714;29/10/1995;0000;;11;;0;2.5;;;1;
83714;29/10/1995;1200;10.2;;10.7;;;;;;
83714;30/10/1995;0000;;9.4;;0;0.8;;;1;
83714;30/10/1995;1200;18;;8.1;;;;;;
83714;31/10/1995;0000;;12.6;;0;0.3;;;1;
83714;31/10/1995;1200;27.5;;7.7;;;;;;
83714;01/11/1995;0000;;17.2;;1.2;0.7;;;1;
83714;01/11/1995;1200;4.9;;8.3;;;;;;
83714;02/11/1995;0000;;19.4;;3.5;0.8;;;1;
83714;02/11/1995;1200;8.8;;11.3;;;;;;
83714;03/11/1995;0000;;18.4;;1.2;1;;;1;
83714;03/11/1995;1200;9.2;;11.1;;;;;;
83714;04/11/1995;0000;;17;;1.4;2;;;1;
83714;04/11/1995;1200;0;;12.9;;;;;;
83714;05/11/1995;0000;;23.2;;8.7;2;;;1;
83714;05/11/1995;1200;0;;8.3;;;;;;
83714;06/11/1995;0000;;21.6;;4.4;3.5;;;2;
83714;06/11/1995;1200;0;;8.2;;;;;;
83714;07/11/1995;0000;;22;;5.8;2;;;1;
83714;07/11/1995;1200;9.7;;10.5;;;;;;
83714;08/11/1995;0000;;22.8;;5.1;2.7;;;2;
83714;08/11/1995;1200;0;;10.2;;;;;;
83714;09/11/1995;0000;;25;;8.4;1.8;;;1.5;
83714;09/11/1995;1200;11;;12.4;;;;;;
83714;10/11/1995;0000;;25.6;;7.5;4;;;2;
83714;10/11/1995;1200;0;;12;;;;;;
83714;11/11/1995;0000;;19.2;;0.2;4;;;0.55;
83714;11/11/1995;1200;16.4;;15.6;;;;;;
83714;12/11/1995;0000;;18.4;;0;0.7;;;1;
83714;12/11/1995;1200;0.6;;14;;;;;;
83714;13/11/1995;0000;;15;;0.4;1.3;;;1;
83714;13/11/1995;1200;9.2;;12.1;;;;;;
83714;14/11/1995;0000;;18.2;;1.4;0.5;;;1.5;
83714;14/11/1995;1200;1;;13.3;;;;;;
83714;15/11/1995;0000;;20.8;;0.5;1.5;;;1;
83714;15/11/1995;1200;14.6;;13.1;;;;;;
83714;16/11/1995;0000;;21;;4.9;1.5;;;1;
83714;16/11/1995;1200;9.4;;14.9;;;;;;
83714;17/11/1995;0000;;23.4;;7.4;1.8;;;1;
83714;17/11/1995;1200;9.4;;9.9;;;;;;
83714;18/11/1995;0000;;20.6;;2.4;3.2;;;1;
83714;18/11/1995;1200;0;;11.3;;;;;;
83714;19/11/1995;0000;;18.2;;7.5;1;;;1;
83714;19/11/1995;1200;1.8;;9.7;;;;;;
83714;20/11/1995;0000;;15;;4;2.5;;;2;
83714;20/11/1995;1200;0.7;;9.3;;;;;;
83714;21/11/1995;0000;;17.8;;9.3;3;;;2;
83714;21/11/1995;1200;0;;6.7;;;;;;
83714;22/11/1995;0000;;20.4;;7.9;2;;;2;
83714;22/11/1995;1200;0;;8.7;;;;;;
83714;23/11/1995;0000;;20.5;;4;2.8;;;2;
83714;23/11/1995;1200;0;;9.9;;;;;;
83714;24/11/1995;0000;;20.9;;3.7;1.2;;;2;
83714;24/11/1995;1200;7.5;;13.7;;;;;;
83714;25/11/1995;0000;;21.2;;5.4;1;;;2;
83714;25/11/1995;1200;5.2;;10.7;;;;;;
83714;26/11/1995;0000;;22.8;;7.1;2;;;1.5;
83714;26/11/1995;1200;0;;8.7;;;;;;
83714;27/11/1995;0000;;24.6;;7.8;3;;;1;
83714;27/11/1995;1200;0;;10.9;;;;;;
83714;28/11/1995;0000;;16.5;;0.8;1.5;;;1.5;
83714;28/11/1995;1200;0.8;;14.7;;;;;;
83714;29/11/1995;0000;;20.4;;8.9;1;;;1;
83714;29/11/1995;1200;1.2;;9.7;;;;;;
83714;30/11/1995;0000;;21.2;;5.8;2.5;;;1;
83714;30/11/1995;1200;0;;8.3;;;;;;
83714;01/12/1995;0000;;23.2;;8;3;;;1;
83714;01/12/1995;1200;0;;10.7;;;;;;
83714;02/12/1995;0000;;24;;9.6;2.6;;;1;
83714;02/12/1995;1200;0;;8.5;;;;;;
83714;03/12/1995;0000;;24.8;;7.5;3.6;;;1;
83714;03/12/1995;1200;0;;5.1;;;;;;
83714;04/12/1995;0000;;20.4;;1.7;3.9;;;1;
83714;04/12/1995;1200;0;;12.3;;;;;;
83714;05/12/1995;0000;;20.9;;6.3;1.4;;;2;
83714;05/12/1995;1200;23.6;;12.7;;;;;;
83714;06/12/1995;0000;;20.2;;6.7;1.9;;;2;
83714;06/12/1995;1200;0.2;;7.5;;;;;;
83714;07/12/1995;0000;;21.2;;4.6;2.1;;;1;
83714;07/12/1995;1200;0.2;;10.3;;;;;;
83714;08/12/1995;0000;;22.2;;4.2;2.5;;;2;
83714;08/12/1995;1200;2.6;;9.7;;;;;;
83714;09/12/1995;0000;;19;;6.4;3.8;;;1.5;
83714;09/12/1995;1200;18.4;;12.9;;;;;;
83714;10/12/1995;0000;;22;;5.9;1.2;;;1.5;
83714;10/12/1995;1200;0;;11.5;;;;;;
83714;11/12/1995;0000;;23.4;;4.1;0.8;;;1;
83714;11/12/1995;1200;0;;11.7;;;;;;
83714;12/12/1995;0000;;20.4;;0;2.2;;;1;
83714;12/12/1995;1200;0;;15.9;;;;;;
83714;13/12/1995;0000;;19.8;;0.1;0.6;;;1;
83714;13/12/1995;1200;32.4;;15.7;;;;;;
83714;14/12/1995;0000;;17.6;;0.4;0.8;;;1;
83714;14/12/1995;1200;9.6;;12.1;;;;;;
83714;15/12/1995;0000;;20.8;;8;1;;;1;
83714;15/12/1995;1200;0;;8.3;;;;;;
83714;16/12/1995;0000;;23.8;;6.6;2;;;1;
83714;16/12/1995;1200;0;;11.1;;;;;;
83714;17/12/1995;0000;;23.4;;1;2.4;;;1;
83714;17/12/1995;1200;0;;14.3;;;;;;
83714;18/12/1995;0000;;22.8;;0;1.3;;;1;
83714;18/12/1995;1200;7.4;;15.8;;;;;;
83714;19/12/1995;0000;;20.6;;0.9;1;;;1;
83714;19/12/1995;1200;10;;13.7;;;;;;
83714;20/12/1995;0000;;21.2;;1.6;1;;;1;
83714;20/12/1995;1200;1.8;;15.1;;;;;;
83714;21/12/1995;0000;;22.2;;1.7;2.5;;;1;
83714;21/12/1995;1200;0;;10.7;;;;;;
83714;22/12/1995;0000;;22;;1.9;3.2;;;1;
83714;22/12/1995;1200;0;;15.3;;;;;;
83714;23/12/1995;0000;;22.4;;3.9;2.2;;;1;
83714;23/12/1995;1200;0.2;;15.3;;;;;;
83714;24/12/1995;0000;;22.6;;3.8;2;;;1;
83714;24/12/1995;1200;0.6;;15.3;;;;;;
83714;25/12/1995;0000;;24;;6.7;1.4;;;1;
83714;25/12/1995;1200;9.6;;14.9;;;;;;
83714;26/12/1995;0000;;22.2;;3.9;2.5;;;1;
83714;26/12/1995;1200;16.4;;15.1;;;;;;
83714;27/12/1995;0000;;21.8;;0.5;2;;;1;
83714;27/12/1995;1200;1.4;;15.1;;;;;;
83714;28/12/1995;0000;;20.8;;1;1;;;1;
83714;28/12/1995;1200;18.2;;14.9;;;;;;
83714;29/12/1995;0000;;21.6;;2.5;1;;;1;
83714;29/12/1995;1200;3.6;;14.5;;;;;;
83714;30/12/1995;0000;;18;;0;1;;;1;
83714;30/12/1995;1200;9.2;;14.3;;;;;;
83714;31/12/1995;0000;;17.4;;0.3;0.5;;;1;
83714;31/12/1995;1200;16;;13.7;;;;;;
83714;01/01/1996;0000;;18.6;;0;0.8;;;1;
83714;01/01/1996;1200;0;;11.3;;;;;;
83714;02/01/1996;0000;;18;;0;0.6;;;1;
83714;02/01/1996;1200;10.4;;14.9;;;;;;
83714;03/01/1996;0000;;18.6;;0;0.2;;;1;
83714;03/01/1996;1200;28;;15.3;;;;;;
83714;04/01/1996;0000;;20.4;;0;1;;;1;
83714;04/01/1996;1200;9.4;;14.3;;;;;;
83714;05/01/1996;0000;;22.6;;1.6;1.9;;;1;
83714;05/01/1996;1200;9.4;;14.5;;;;;;
83714;06/01/1996;0000;;22.8;;2;2.5;;;1;
83714;06/01/1996;1200;0.8;;15.1;;;;;;
83714;07/01/1996;0000;;20.4;;0.6;1.4;;;1;
83714;07/01/1996;1200;29.6;;14.7;;;;;;
83714;08/01/1996;0000;;21.8;;4;0.8;17.62;;1;
83714;08/01/1996;1200;9.2;;14.1;;;;;;
83714;09/01/1996;0000;;18;;0;1.5;;;1;
83714;09/01/1996;1200;5.6;;14.7;;;;;;
83714;10/01/1996;0000;;23.2;;2.4;1;;;1;
83714;10/01/1996;1200;4.5;;14.3;;;;;;
83714;11/01/1996;0000;;22.6;;2.9;1.1;;;1;
83714;11/01/1996;1200;9;;14.1;;;;;;
83714;12/01/1996;0000;;21.2;;1;1.4;;;1;
83714;12/01/1996;1200;2.8;;15.7;;;;;;
83714;13/01/1996;0000;;23.4;;5.8;0.8;;;1;
83714;13/01/1996;1200;0.6;;15.1;;;;;;
83714;14/01/1996;0000;;24.4;;6;2;;;1;
83714;14/01/1996;1200;0;;10.7;;;;;;
83714;15/01/1996;0000;;23.2;;5.1;2.7;;;1;
83714;15/01/1996;1200;0;;12.5;;;;;;
83714;16/01/1996;0000;;24.6;;7;2.5;;;1;
83714;16/01/1996;1200;0;;12.3;;;;;;
83714;17/01/1996;0000;;25.6;;6;3;;;1;
83714;17/01/1996;1200;0;;13.3;;;;;;
83714;18/01/1996;0000;;24;;3.9;4.2;;;1;
83714;18/01/1996;1200;0.6;;13.5;;;;;;
83714;19/01/1996;0000;;24;;3.4;1.8;;;1;
83714;19/01/1996;1200;0;;14.7;;;;;;
83714;20/01/1996;0000;;25.8;;6.2;1;;;1;
83714;20/01/1996;1200;10;;14.7;;;;;;
83714;21/01/1996;0000;;24.2;;2.9;2.1;;;1;
83714;21/01/1996;1200;7.8;;13.3;;;;;;
83714;22/01/1996;0000;;25.2;;9.1;2.4;;;1;
83714;22/01/1996;1200;4.6;;13.3;;;;;;
83714;23/01/1996;0000;;25;;2.1;3;;;1;
83714;23/01/1996;1200;3.4;;13.3;;;;;;
83714;24/01/1996;0000;;24.6;;2.1;2;;;1;
83714;24/01/1996;1200;3;;12.7;;;;;;
83714;25/01/1996;0000;;25.8;;5.8;2;;;1;
83714;25/01/1996;1200;15.2;;13.7;;;;;;
83714;26/01/1996;0000;;26.4;;5;2;;;1;
83714;26/01/1996;1200;3.4;;14.9;;;;;;
83714;27/01/1996;0000;;25.6;;5.8;4;;;1;
83714;27/01/1996;1200;0;;;;;;;;
83714;28/01/1996;0000;;25.4;;4.5;2.5;;;1;
83714;28/01/1996;1200;8.2;;12.9;;;;;;
83714;29/01/1996;0000;;26;;8;2;;;1;
83714;29/01/1996;1200;3.8;;11.3;;;;;;
83714;30/01/1996;0000;;24.6;;5.3;2.5;;;1;
83714;30/01/1996;1200;0;;13.7;;;;;;
83714;31/01/1996;0000;;24.8;;6;2;;;1;
83714;31/01/1996;1200;4;;12.9;;;;;;
83714;01/02/1996;0000;;25;;4.7;2.4;;;1;
83714;01/02/1996;1200;3.6;;13.3;;;;;;
83714;02/02/1996;0000;;23.6;;3.7;1.8;;;1;
83714;02/02/1996;1200;0;;14.7;;;;;;
83714;03/02/1996;0000;;23.4;;1.4;0.7;;;1;
83714;03/02/1996;1200;6.2;;14.7;;;;;;
83714;04/02/1996;0000;;20.8;;0.9;1.1;;;1;
83714;04/02/1996;1200;20.2;;15.1;;;;;;
83714;05/02/1996;0000;;19.8;;0;1.4;;;1;
83714;05/02/1996;1200;1.2;;15.9;;;;;;
83714;06/02/1996;0000;;22.8;;0.5;2;;;1;
83714;06/02/1996;1200;0.4;;16.1;;;;;;
83714;07/02/1996;0000;;23.6;;2.5;1.5;;;1;
83714;07/02/1996;1200;5;;15.7;;;;;;
83714;08/02/1996;0000;;24.6;;6.4;0.9;;;1;
83714;08/02/1996;1200;5;;15.3;;;;;;
83714;09/02/1996;0000;;24.4;;2.5;2.1;;;1;
83714;09/02/1996;1200;2.4;;15.3;;;;;;
83714;10/02/1996;0000;;24.6;;4.6;1.1;;;1;
83714;10/02/1996;1200;23.8;;14.1;;;;;;
83714;11/02/1996;0000;;24.2;;2.3;1.9;;;1;
83714;11/02/1996;1200;58;;15.1;;;;;;
83714;12/02/1996;0000;;22;;4.8;1.1;;;1;
83714;12/02/1996;1200;6.2;;14.3;;;;;;
83714;13/02/1996;0000;;19;;0.3;0.9;;;1;
83714;13/02/1996;1200;33.2;;13.9;;;;;;
83714;14/02/1996;0000;;20;;0.1;1;;;1;
83714;14/02/1996;1200;5.6;;14.7;;;;;;
83714;15/02/1996;0000;;22.6;;4.2;1;;;1;
83714;15/02/1996;1200;6.8;;14.1;;;;;;
83714;16/02/1996;0000;;24.2;;7.1;1.8;;;1;
83714;16/02/1996;1200;0.2;;11.3;;;;;;
83714;17/02/1996;0000;;24.2;;5.2;2.7;;;1;
83714;17/02/1996;1200;0;;13.1;;;;;;
83714;18/02/1996;0000;;24.2;;4;2.4;;;1;
83714;18/02/1996;1200;0;;12.7;;;;;;
83714;19/02/1996;0000;;24;;4.8;3.2;;;1;
83714;19/02/1996;1200;1.4;;12.7;;;;;;
83714;20/02/1996;0000;;23.4;;5.1;2;;;1;
83714;20/02/1996;1200;2;;15.1;;;;;;
83714;21/02/1996;0000;;22;;4.4;1.6;;;1;
83714;21/02/1996;1200;1.4;;14.3;;;;;;
83714;22/02/1996;0000;;23;;8.2;1;;;1;
83714;22/02/1996;1200;3.2;;11.3;;;;;;
83714;23/02/1996;0000;;24.2;;5.2;2.2;;;1;
83714;23/02/1996;1200;0.2;;13.3;;;;;;
83714;24/02/1996;0000;;23.4;;3;1.8;;;1;
83714;24/02/1996;1200;0;;14.9;;;;;;
83714;25/02/1996;0000;;25.8;;7.4;1.8;;;1;
83714;25/02/1996;1200;0;;16.3;;;;;;
83714;26/02/1996;0000;;24.8;;5.7;1.9;;;1;
83714;26/02/1996;1200;0;;15.5;;;;;;
83714;27/02/1996;0000;;24.2;;4.8;3;;;1;
83714;27/02/1996;1200;1;;15.9;;;;;;
83714;28/02/1996;0000;;24.6;;6.9;1.9;;;1;
83714;28/02/1996;1200;2.8;;16.1;;;;;;
83714;29/02/1996;0000;;25.2;;6.9;3.4;;;1;
83714;29/02/1996;1200;0;;14.3;;;;;;
83714;01/03/1996;0000;;21;;0;2.6;;;1;
83714;01/03/1996;1200;2;;14.7;;;;;;
83714;02/03/1996;0000;;22.2;;3.3;1.5;;;1;
83714;02/03/1996;1200;0.4;;14.7;;;;;;
83714;03/03/1996;0000;;22.2;;0.3;1.5;;;1;
83714;03/03/1996;1200;0;;14.3;;;;;;
83714;04/03/1996;0000;;23;;4.4;1.2;;;1;
83714;04/03/1996;1200;4;;14.3;;;;;;
83714;05/03/1996;0000;;23.8;;6.1;1;;;1;
83714;05/03/1996;1200;3.6;;14.3;;;;;;
83714;06/03/1996;0000;;22;;1;1.8;;;1;
83714;06/03/1996;1200;6.4;;15.3;;;;;;
83714;07/03/1996;0000;;21;;0;2.2;;;1;
83714;07/03/1996;1200;8;;16.1;;;;;;
83714;08/03/1996;0000;;20;;0;0.6;;;1;
83714;08/03/1996;1200;14.8;;16.3;;;;;;
83714;09/03/1996;0000;;21;;1.2;1.1;;;1;
83714;09/03/1996;1200;16;;14.7;;;;;;
83714;10/03/1996;0000;;22.8;;0.6;0.5;;;1;
83714;10/03/1996;1200;25;;14.1;;;;;;
83714;11/03/1996;0000;;20;;0;1;;;1;
83714;11/03/1996;1200;1;;12.3;;;;;;
83714;12/03/1996;0000;;17.8;;0;0.7;;;1;
83714;12/03/1996;1200;3.8;;14.9;;;;;;
83714;13/03/1996;0000;;21.6;;2.9;0.8;;;1;
83714;13/03/1996;1200;13;;15.1;;;;;;
83714;14/03/1996;0000;;23;;5.1;1.5;;;1;
83714;14/03/1996;1200;0.6;;15.7;;;;;;
83714;15/03/1996;0000;;22.2;;2.7;2;;;1;
83714;15/03/1996;1200;27;;13.3;;;;;;
83714;16/03/1996;0000;;23;;6.6;1.8;;;1;
83714;16/03/1996;1200;3;;14.7;;;;;;
83714;17/03/1996;0000;;21.6;;0.9;2.2;;;1;
83714;17/03/1996;1200;4;;14.7;;;;;;
83714;18/03/1996;0000;;24.2;;3.8;1;;;1;
83714;18/03/1996;1200;17;;15.1;;;;;;
83714;19/03/1996;0000;;23.2;;4.7;1.8;;;1;
83714;19/03/1996;1200;15.4;;14.9;;;;;;
83714;20/03/1996;0000;;21;;0;1.8;;;1;
83714;20/03/1996;1200;1.4;;14.1;;;;;;
83714;21/03/1996;0000;;19;;0.2;0.9;;;1;
83714;21/03/1996;1200;7;;15.5;;;;;;
83714;22/03/1996;0000;;21.4;;2.9;1;;;1;
83714;22/03/1996;1200;4;;12.3;;;;;;
83714;23/03/1996;0000;;20.8;;1.3;1;;;1;
83714;23/03/1996;1200;6.8;;14.3;;;;;;
83714;24/03/1996;0000;;23;;4.7;1.1;;;1;
83714;24/03/1996;1200;0.2;;14.7;;;;;;
83714;25/03/1996;0000;;23.4;;7;1.9;;;1;
83714;25/03/1996;1200;0;;14.7;;;;;;
83714;26/03/1996;0000;;25.6;;8.4;3.5;;;1;
83714;26/03/1996;1200;0;;10.1;;;;;;
83714;27/03/1996;0000;;25.4;;5.7;3.4;;;1;
83714;27/03/1996;1200;0;;14.3;;;;;;
83714;28/03/1996;0000;;25;;5.3;2.1;;;1;
83714;28/03/1996;1200;0;;14.7;;;;;;
83714;29/03/1996;0000;;23.8;;5.7;2;;;1;
83714;29/03/1996;1200;3;;13.9;;;;;;
83714;30/03/1996;0000;;23.8;;7.1;2.5;;;1;
83714;30/03/1996;1200;0;;13.5;;;;;;
83714;31/03/1996;0000;;24.6;;4.8;2.6;;;1;
83714;31/03/1996;1200;0;;12.7;;;;;;
83714;01/04/1996;0000;;24.8;;6.5;2.2;;;1;
83714;01/04/1996;1200;11;;14.1;;;;;;
83714;02/04/1996;0000;;23.6;;6.7;2.2;;;1;
83714;02/04/1996;1200;0;;14.3;;;;;;
83714;03/04/1996;0000;;25;;7.2;3;;;1;
83714;03/04/1996;1200;0;;12.3;;;;;;
83714;04/04/1996;0000;;25;;8.6;3;;;1;
83714;04/04/1996;1200;0;;12.9;;;;;;
83714;05/04/1996;0000;;23;;8;4.2;;;1;
83714;05/04/1996;1200;0;;11.7;;;;;;
83714;06/04/1996;0000;;24;;8.7;2.2;;;1;
83714;06/04/1996;1200;0;;10.3;;;;;;
83714;07/04/1996;0000;;23.8;;7.3;2;;;1;
83714;07/04/1996;1200;0;;10.1;;;;;;
83714;08/04/1996;0000;;21.6;;5.3;2.6;;;1;
83714;08/04/1996;1200;10;;12.7;;;;;;
83714;09/04/1996;0000;;23.8;;6.4;2.2;;;1;
83714;09/04/1996;1200;0;;10.9;;;;;;
83714;10/04/1996;0000;;23.6;;5.2;1.8;;;1;
83714;10/04/1996;1200;0;;12.1;;;;;;
83714;11/04/1996;0000;;19.4;;0;2;;;1;
83714;11/04/1996;1200;11;;14.7;;;;;;
83714;12/04/1996;0000;;18.6;;0.2;1.5;;;1;
83714;12/04/1996;1200;2.8;;14.9;;;;;;
83714;13/04/1996;0000;;20.8;;2.8;0.5;;;1;
83714;13/04/1996;1200;2.2;;14.7;;;;;;
83714;14/04/1996;0000;;21;;4;2;;;1;
83714;14/04/1996;1200;0;;14.7;;;;;;
83714;15/04/1996;0000;;21.2;;5.2;1.5;;;1;
83714;15/04/1996;1200;0;;15.3;;;;;;
83714;16/04/1996;0000;;21.8;;4.3;2;;;1;
83714;16/04/1996;1200;1;;15.9;;;;;;
83714;17/04/1996;0000;;15.8;;0;1.5;;;1;
83714;17/04/1996;1200;11.6;;15.1;;;;;;
83714;18/04/1996;0000;;14.6;;0.9;0.5;;;1;
83714;18/04/1996;1200;13;;9.9;;;;;;
83714;19/04/1996;0000;;15;;8.2;0.9;;;1;
83714;19/04/1996;1200;0;;5.7;;;;;;
83714;20/04/1996;0000;;16;;7.5;2;;;1;
83714;20/04/1996;1200;0;;9.9;;;;;;
83714;21/04/1996;0000;;18;;7.7;1.8;;;1;
83714;21/04/1996;1200;0;;5.1;;;;;;
83714;22/04/1996;0000;;19.4;;8.7;2.3;;;1;
83714;22/04/1996;1200;0;;4.1;;;;;;
83714;23/04/1996;0000;;20.4;;8.7;2.9;;;1;
83714;23/04/1996;1200;0;;5.3;;;;;;
83714;24/04/1996;0000;;21.8;;9.1;2;;;1;
83714;24/04/1996;1200;0;;5.3;;;;;;
83714;25/04/1996;0000;;21.4;;8.7;3.5;;;1;
83714;25/04/1996;1200;0;;9.9;;;;;;
83714;26/04/1996;0000;;17.8;;2;3.5;;;1;
83714;26/04/1996;1200;0;;9.7;;;;;;
83714;27/04/1996;0000;;16;;2.6;1;;;1;
83714;27/04/1996;1200;0.8;;11.1;;;;;;
