--------------------
BDMEP - INMET
--------------------
Estação           : CAMPOS DO JORDAO - SP (OMM: 83714)
Latitude  (graus) : -22.75
Longitude (graus) : -45.6
Altitude  (metros): 1642.00
Estação Operante
Inicio de operação: 01/01/1939
Periodo solicitado dos dados: 01/01/1950 a 01/08/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83714;05/04/1963;0000;;24.4;;8.5;2.1;16.8;84.25;1;
83714;05/04/1963;1200;0;;9.6;;;;;;
83714;06/04/1963;0000;;23.4;;5.9;2.9;15.92;89.75;3;
83714;06/04/1963;1200;0;;8.6;;;;;;
83714;07/04/1963;0000;;24.3;;8.5;2.3;15.02;90.25;2.333333;
83714;07/04/1963;1200;0;;5.6;;;;;;
83714;08/04/1963;0000;;23.8;;9.4;2.4;15.32;85.75;2.666667;
83714;08/04/1963;1200;1.2;;6.4;;;;;;
83714;09/04/1963;0000;;23.6;;8.8;2.2;16;88.5;3.333333;
83714;09/04/1963;1200;0;;6.6;;;;;;
83714;10/04/1963;0000;;24.4;;9.6;2.9;16.06;87;1.333333;
83714;10/04/1963;1200;1.2;;8.9;;;;;;
83714;11/04/1963;0000;;23.6;;8.1;2.6;16.72;93.25;3.666667;
83714;11/04/1963;1200;0;;6.8;;;;;;
83714;12/04/1963;0000;;23.6;;7.1;2.2;15.44;94.75;2.666667;
83714;12/04/1963;1200;0;;11.9;;;;;;
83714;13/04/1963;0000;;23.1;;10.2;2.1;13.6;92.5;3;
83714;13/04/1963;1200;0;;5;;;;;;
83714;14/04/1963;0000;;25.2;;10.3;2.3;13.48;79.5;1.333333;
83714;14/04/1963;1200;0;;4.1;;;;;;
83714;15/04/1963;0000;;22;;5.7;3.1;14.14;86.25;2;
83714;15/04/1963;1200;0;;3.2;;;;;;
83714;16/04/1963;0000;;21.8;;2.4;1.8;12.94;89.5;2.333333;
83714;16/04/1963;1200;0;;8.8;;;;;;
83714;17/04/1963;0000;;17.8;;8.1;1.5;10.8;89.5;3.666667;
83714;17/04/1963;1200;0;;5.2;;;;;;
83714;18/04/1963;0000;;19.3;;8.3;2.3;11.84;89;3.666667;
83714;18/04/1963;1200;0;;3.4;;;;;;
83714;19/04/1963;0000;;20.3;;5.7;1.8;13.18;88.5;2.666667;
83714;19/04/1963;1200;0;;3.2;;;;;;
83714;20/04/1963;0000;;19.2;;1;1.5;14.16;79.75;2;
83714;20/04/1963;1200;0;;8.6;;;;;;
83714;21/04/1963;0000;;23;;9.8;0.7;13.16;86.25;0.333333;
83714;21/04/1963;1200;0;;4.6;;;;;;
83714;22/04/1963;0000;;22.6;;10;3;12.56;88.5;0.666667;
83714;22/04/1963;1200;0;;1.8;;;;;;
83714;23/04/1963;0000;;23.8;;7.9;2.9;13.22;90.25;1.333333;
83714;23/04/1963;1200;0;;2.6;;;;;;
83714;24/04/1963;0000;;24.2;;10.5;3.1;12.48;84.5;2;
83714;24/04/1963;1200;0;;2.6;;;;;;
83714;25/04/1963;0000;;24;;10.3;3;11.82;82.25;0.333333;
83714;25/04/1963;1200;0;;1.6;;;;;;
83714;26/04/1963;0000;;22.8;;10;3.3;11.46;86.5;1.333333;
83714;26/04/1963;1200;0;;1.1;;;;;;
83714;27/04/1963;0000;;23.6;;10;2.6;12.26;80;1.666667;
83714;27/04/1963;1200;0;;2.7;;;;;;
83714;28/04/1963;0000;;22.8;;8.1;2.2;11.7;83.5;2;
83714;28/04/1963;1200;0;;3.4;;;;;;
83714;29/04/1963;0000;;22.8;;8.9;2.3;13.48;82;0.666667;
83714;29/04/1963;1200;0;;4.8;;;;;;
83714;30/04/1963;0000;;22.4;;9.2;2.6;13.22;90;2.333333;
83714;30/04/1963;1200;0;;4.2;;;;;;
83714;01/05/1963;0000;;23.2;;7.8;2.4;12;88;1.333333;
83714;01/05/1963;1200;0;;4.6;;;;;;
83714;02/05/1963;0000;;22.8;;9.9;2.6;12.24;85.75;3;
83714;02/05/1963;1200;0;;1.4;;;;;;
83714;03/05/1963;0000;;22.7;;10;3.5;11.36;82.75;3.666667;
83714;03/05/1963;1200;0;;1.5;;;;;;
83714;04/05/1963;0000;;13;;0.8;4.1;9.18;100;2.666667;
83714;04/05/1963;1200;0.3;;5.3;;;;;;
83714;05/05/1963;0000;;19.2;;9.8;0.7;7.12;88.75;1.333333;
83714;05/05/1963;1200;0;;-2.6;;;;;;
83714;06/05/1963;0000;;22.6;;9.6;2.2;12.24;94.25;1.666667;
83714;06/05/1963;1200;0;;-4;;;;;;
83714;07/05/1963;0000;;22;;10.1;3.5;9.52;83.25;1.333333;
83714;07/05/1963;1200;0;;1;;;;;;
83714;08/05/1963;0000;;19.9;;10;3.1;9.48;82;1.333333;
83714;08/05/1963;1200;0;;-1.5;;;;;;
83714;09/05/1963;0000;;23;;10.1;3.6;10.76;81.25;1;
83714;09/05/1963;1200;0;;0;;;;;;
83714;10/05/1963;0000;;22.4;;9.3;2.1;12.22;88.25;1.333333;
83714;10/05/1963;1200;0;;1.7;;;;;;
83714;11/05/1963;0000;;21.8;;10.3;2.5;11.48;86.5;2;
83714;11/05/1963;1200;0;;1.8;;;;;;
83714;12/05/1963;0000;;23;;9.4;2.5;11.16;87.75;0.666667;
83714;12/05/1963;1200;0;;0.9;;;;;;
83714;13/05/1963;0000;;22.6;;9.7;3.1;11.24;88;2;
83714;13/05/1963;1200;0;;1.4;;;;;;
83714;14/05/1963;0000;;22.8;;9;2.6;12.56;89.75;0.666667;
83714;14/05/1963;1200;0;;2.7;;;;;;
83714;15/05/1963;0000;;22.5;;9.3;2.9;14.46;86.5;2.333333;
83714;15/05/1963;1200;0;;4.4;;;;;;
83714;16/05/1963;0000;;17.1;;0.3;2.6;13.5;95;1.666667;
83714;16/05/1963;1200;0;;10.8;;;;;;
83714;17/05/1963;0000;;18;;0.8;0.7;12.48;97;2.333333;
83714;17/05/1963;1200;3.3;;10.1;;;;;;
83714;18/05/1963;0000;;13.6;;2.9;0.5;8.96;97.25;2;
83714;18/05/1963;1200;9.6;;6.6;;;;;;
83714;19/05/1963;0000;;21.9;;10;0.8;9.78;89.25;2.333333;
83714;19/05/1963;1200;0;;4.8;;;;;;
83714;20/05/1963;0000;;18.1;;9.4;1.9;7.02;86.75;1.333333;
83714;20/05/1963;1200;0;;-2;;;;;;
83714;21/05/1963;0000;;21;;9.2;2.4;7.8;85.75;1;
83714;21/05/1963;1200;0;;-6.2;;;;;;
83714;22/05/1963;0000;;21.6;;9.3;3.7;8.74;91;2;
83714;22/05/1963;1200;0;;-3.8;;;;;;
83714;23/05/1963;0000;;20.3;;9.4;1.3;8.46;84;1.666667;
83714;23/05/1963;1200;0;;-2;;;;;;
83714;24/05/1963;0000;;21.8;;9.4;2.6;8.26;88;0.666667;
83714;24/05/1963;1200;0;;-2;;;;;;
83714;25/05/1963;0000;;16.1;;9.5;3.2;7.9;89.25;2.333333;
83714;25/05/1963;1200;0;;-1.5;;;;;;
83714;26/05/1963;0000;;20;;9.2;2;9;85.5;1.333333;
83714;26/05/1963;1200;0;;-3;;;;;;
83714;27/05/1963;0000;;21.1;;9.4;2;8.72;86.75;1.333333;
83714;27/05/1963;1200;0;;-2.2;;;;;;
83714;28/05/1963;0000;;20.2;;9.5;2.2;8.5;88.25;1.333333;
83714;28/05/1963;1200;0;;-1.2;;;;;;
83714;29/05/1963;0000;;21.1;;9.5;1.9;9.1;88;1.333333;
83714;29/05/1963;1200;0;;-0.8;;;;;;
83714;30/05/1963;0000;;19.4;;9.4;2.3;9.4;89.5;2.333333;
83714;30/05/1963;1200;0;;-1;;;;;;
83714;31/05/1963;0000;;16.6;;5.9;1.8;11.46;89.25;3;
83714;31/05/1963;1200;0;;2.8;;;;;;
83714;01/06/1963;0000;;14.4;;4.5;2.4;11.28;94.25;3;
83714;01/06/1963;1200;0;;7.8;;;;;;
83714;02/06/1963;0000;;13;;2.9;1.1;7.02;92.5;3;
83714;02/06/1963;1200;0;;3.8;;;;;;
83714;03/06/1963;0000;;16.8;;9.4;1.1;6.34;89.5;0.666667;
83714;03/06/1963;1200;0;;-1;;;;;;
83714;04/06/1963;0000;;15.3;;8.6;1.6;5.56;77.5;3.333333;
83714;04/06/1963;1200;0;;-3.8;;;;;;
83714;05/06/1963;0000;;16.5;;7;1.7;7.74;93.5;1.333333;
83714;05/06/1963;1200;0;;0.8;;;;;;
83714;06/06/1963;0000;;16.5;;7.2;1.4;8.06;92;2;
83714;06/06/1963;1200;0;;-0.8;;;;;;
83714;07/06/1963;0000;;17;;4.4;1.3;8.58;95;1.333333;
83714;07/06/1963;1200;0;;3.4;;;;;;
83714;08/06/1963;0000;;17;;9;1.2;7.4;88.5;1.333333;
83714;08/06/1963;1200;0;;-2;;;;;;
83714;09/06/1963;0000;;17.4;;5.7;1.9;6.98;93.5;1.333333;
83714;09/06/1963;1200;0;;-1.4;;;;;;
83714;10/06/1963;0000;;20.1;;9.1;1.8;8.32;87;2;
83714;10/06/1963;1200;0;;-1;;;;;;
83714;11/06/1963;0000;;20.3;;0;2.1;10.42;86.5;3;
83714;11/06/1963;1200;0;;2.3;;;;;;
83714;12/06/1963;0000;;19.9;;0;2.9;14.2;86.5;3.666667;
83714;12/06/1963;1200;0;;7.1;;;;;;
83714;13/06/1963;0000;;15.3;;0;2.7;11.58;87;3.666667;
83714;13/06/1963;1200;0;;8.7;;;;;;
83714;14/06/1963;0000;;21.6;;6.3;1.8;12.14;83;3;
83714;14/06/1963;1200;0;;7.3;;;;;;
83714;15/06/1963;0000;;18.4;;1.4;1.4;11.18;95;2;
83714;15/06/1963;1200;0;;3.1;;;;;;
83714;16/06/1963;0000;;17.6;;1.8;1.5;11.14;95.5;3.333333;
83714;16/06/1963;1200;0;;6;;;;;;
83714;17/06/1963;0000;;20;;7.7;1.3;13.2;89.25;1.666667;
83714;17/06/1963;1200;0;;3.6;;;;;;
83714;18/06/1963;0000;;19.4;;8.7;3;11.22;93;2;
83714;18/06/1963;1200;0;;7.3;;;;;;
83714;19/06/1963;0000;;19.4;;5.1;2.1;13.04;89.5;3.666667;
83714;19/06/1963;1200;0;;4.6;;;;;;
83714;20/06/1963;0000;;16.8;;8.6;3.3;11.4;87.25;4.333333;
83714;20/06/1963;1200;2.3;;8.4;;;;;;
83714;21/06/1963;0000;;14.4;;8.8;2.5;4.18;84.25;1.666667;
83714;21/06/1963;1200;0;;-1.5;;;;;;
83714;22/06/1963;0000;;12.2;;7.5;3.1;4;91.5;3.333333;
83714;22/06/1963;1200;0;;-2;;;;;;
83714;23/06/1963;0000;;13.8;;8.2;2;2.84;78.25;0;
83714;23/06/1963;1200;0;;-5;;;;;;
83714;24/06/1963;0000;;16.7;;8.5;2.5;4.6;73;1;
83714;24/06/1963;1200;0;;-5;;;;;;
83714;25/06/1963;0000;;17.2;;7.9;2.5;5.72;71.5;3;
83714;25/06/1963;1200;0;;-4;;;;;;
83714;26/06/1963;0000;;18.7;;8.7;2.4;7.1;87;1.333333;
83714;26/06/1963;1200;0;;-3;;;;;;
83714;27/06/1963;0000;;13.9;;8.8;2.2;7.94;92.75;2;
83714;27/06/1963;1200;0;;-0.2;;;;;;
83714;28/06/1963;0000;;19.2;;9.2;1.9;8.2;91.5;2;
83714;28/06/1963;1200;0;;1.8;;;;;;
83714;29/06/1963;0000;;19.5;;8.5;2.2;7;83.75;1.666667;
83714;29/06/1963;1200;0;;-2.4;;;;;;
83714;30/06/1963;0000;;19.2;;9;2.3;7.92;78;1.666667;
83714;30/06/1963;1200;0;;-2.2;;;;;;
83714;01/07/1963;0000;;20.6;;9;2.1;7.74;89.5;1;
83714;01/07/1963;1200;0;;-2;;;;;;
83714;02/07/1963;0000;;15.9;;8.8;2.1;8.1;83.5;3;
83714;02/07/1963;1200;0;;-1;;;;;;
83714;03/07/1963;0000;;17.6;;5.2;2.2;7.88;88.75;1.666667;
83714;03/07/1963;1200;0;;0.4;;;;;;
83714;04/07/1963;0000;;17.4;;7;1.9;7.92;89;1.666667;
83714;04/07/1963;1200;0;;-1;;;;;;
83714;05/07/1963;0000;;13.6;;1.2;2.1;8.94;94.75;1.666667;
83714;05/07/1963;1200;1.4;;3.7;;;;;;
83714;06/07/1963;0000;;16.4;;5.6;0.8;7.1;92.5;1.666667;
83714;06/07/1963;1200;0;;0;;;;;;
83714;07/07/1963;0000;;18.2;;7.9;1.5;7.02;92;0.666667;
83714;07/07/1963;1200;0;;-2;;;;;;
83714;08/07/1963;0000;;18.6;;8.8;1.9;7.36;87.5;1;
83714;08/07/1963;1200;0;;-2;;;;;;
83714;09/07/1963;0000;;22;;9;1.9;7.68;84.5;0.666667;
83714;09/07/1963;1200;0;;-2.2;;;;;;
83714;10/07/1963;0000;;21.2;;8.9;2.3;6.78;75.5;0.333333;
83714;10/07/1963;1200;0;;-3.5;;;;;;
83714;11/07/1963;0000;;22.5;;8.8;2.5;6.14;74.5;0.333333;
83714;11/07/1963;1200;;;-4.4;;;;;;
83714;12/07/1963;0000;;21.8;;8.9;3.1;7.08;;0.666667;
83714;12/07/1963;1200;0;;-3.6;;;;;;
83714;13/07/1963;0000;;20.8;;8.9;3.6;6.72;77.5;0.333333;
83714;13/07/1963;1200;0;;-3;;;;;;
83714;14/07/1963;0000;;20;;8.7;3;7.04;71;1;
83714;14/07/1963;1200;0;;-3.2;;;;;;
83714;15/07/1963;0000;;21.8;;7.8;3.2;8.64;85;0.666667;
83714;15/07/1963;1200;0;;-1;;;;;;
83714;16/07/1963;0000;;22.8;;9;2.4;11.84;81.25;1.666667;
83714;16/07/1963;1200;0;;0.6;;;;;;
83714;17/07/1963;0000;;18.9;;5.5;3.5;11.46;89;1;
83714;17/07/1963;1200;0;;8.2;;;;;;
83714;18/07/1963;0000;;18;;0;3.4;10.18;84.75;2.333333;
83714;18/07/1963;1200;0;;3;;;;;;
83714;19/07/1963;0000;;21;;7.7;2.8;11.44;78;2.333333;
83714;19/07/1963;1200;0;;1.2;;;;;;
83714;20/07/1963;0000;;23;;7.4;3.1;12.8;86;2;
83714;20/07/1963;1200;0;;1.6;;;;;;
83714;21/07/1963;0000;;23.1;;9.3;3.4;16.62;84;3.666667;
83714;21/07/1963;1200;0;;11;;;;;;
83714;22/07/1963;0000;;19.4;;9.2;3.5;12.16;85.5;1.333333;
83714;22/07/1963;1200;0;;7.2;;;;;;
83714;23/07/1963;0000;;13.9;;5.2;2.9;8.12;92;2;
83714;23/07/1963;1200;0;;5.1;;;;;;
83714;24/07/1963;0000;;18.3;;9.1;3.5;9.22;86;1.666667;
83714;24/07/1963;1200;0;;2.2;;;;;;
83714;25/07/1963;0000;;18.5;;9.4;1.9;8.68;85.5;2;
83714;25/07/1963;1200;0;;0.7;;;;;;
83714;26/07/1963;0000;;18.4;;9.4;2;6.92;83.25;1.333333;
83714;26/07/1963;1200;0;;-1.5;;;;;;
83714;27/07/1963;0000;;18.5;;9.4;2.1;7.06;;0.333333;
83714;27/07/1963;1200;0;;-2.8;;;;;;
83714;28/07/1963;0000;;17.3;;9.1;2.6;8.38;84.25;3;
83714;28/07/1963;1200;;;-1.2;;;;;;
83714;29/07/1963;0000;;19.1;;8.3;2.4;9.62;88.25;3;
83714;29/07/1963;1200;0;;1;;;;;;
83714;30/07/1963;0000;;20;;8.9;2;8.8;88.5;1.333333;
83714;30/07/1963;1200;0;;1.3;;;;;;
83714;31/07/1963;0000;;19;;5.5;2.3;8.28;87.5;1.333333;
83714;31/07/1963;1200;0;;-2;;;;;;
83714;01/08/1963;0000;;22.6;;;2.4;8.84;86.75;2.666667;
83714;01/08/1963;1200;0;;-2;;;;;;
83714;02/08/1963;0000;;22;;;2.9;9.26;86.25;1.333333;
83714;02/08/1963;1200;0;;-1.2;;;;;;
83714;03/08/1963;0000;;21.3;;;2.9;9.94;84.5;2.666667;
83714;03/08/1963;1200;0;;-1.6;;;;;;
83714;04/08/1963;0000;;21.2;;;3.3;10.2;84;1.666667;
83714;04/08/1963;1200;0;;-0.8;;;;;;
83714;05/08/1963;0000;;18;;;3.6;10.48;89;2.333333;
83714;05/08/1963;1200;0;;3;;;;;;
83714;06/08/1963;0000;;17.1;;;2.7;8.6;88.5;1.333333;
83714;06/08/1963;1200;0;;4.3;;;;;;
83714;07/08/1963;0000;;18.6;;;2.5;7.1;86.75;2.333333;
83714;07/08/1963;1200;0;;-2.6;;;;;;
83714;08/08/1963;0000;;18.3;;;2.8;8.02;90.5;2;
83714;08/08/1963;1200;0;;-2.2;;;;;;
83714;09/08/1963;0000;;22.1;;;2.1;8.78;83.25;1.333333;
83714;09/08/1963;1200;0;;-1.2;;;;;;
83714;10/08/1963;0000;;21;;;3.6;8.56;82;1.666667;
83714;10/08/1963;1200;0;;-2.6;;;;;;
83714;11/08/1963;0000;;19.1;;;2.5;11.82;81.25;3.666667;
83714;11/08/1963;1200;0;;1.6;;;;;;
83714;12/08/1963;0000;;23.1;;3.4;2.4;15.58;84;3.666667;
83714;12/08/1963;1200;0;;10.2;;;;;;
83714;13/08/1963;0000;;23.8;;6.1;4.3;14.58;85.25;1.333333;
83714;13/08/1963;1200;0;;7.7;;;;;;
83714;14/08/1963;0000;;22;;7.7;2.8;11.94;83.5;2.333333;
83714;14/08/1963;1200;0;;4;;;;;;
83714;15/08/1963;0000;;22.5;;6.1;3.8;13.54;83.25;3.666667;
83714;15/08/1963;1200;0;;1.5;;;;;;
83714;16/08/1963;0000;;13.2;;0;3.4;10.76;99.5;1;
83714;16/08/1963;1200;0;;9.6;;;;;;
83714;17/08/1963;0000;;10.6;;1;0.3;7.66;99.25;1.666667;
83714;17/08/1963;1200;4.2;;4;;;;;;
83714;18/08/1963;0000;;14.5;;0;0.2;9.74;98.5;1.666667;
83714;18/08/1963;1200;8.6;;3.6;;;;;;
83714;19/08/1963;0000;;17.9;;8.4;0.5;11.76;94.25;2.666667;
83714;19/08/1963;1200;0;;8.6;;;;;;
83714;20/08/1963;0000;;21.1;;9.6;2.2;11.08;85.5;2.333333;
83714;20/08/1963;1200;0;;4.9;;;;;;
83714;21/08/1963;0000;;23;;8.8;1.5;15.84;85.5;2;
83714;21/08/1963;1200;0;;3;;;;;;
83714;22/08/1963;0000;;23.3;;9.5;3;11.42;81.75;2;
83714;22/08/1963;1200;0;;3.6;;;;;;
83714;23/08/1963;0000;;23.3;;5.6;3.1;12.76;84.5;2;
83714;23/08/1963;1200;0;;3.9;;;;;;
83714;24/08/1963;0000;;23.2;;8.2;3.3;13.18;84.25;2;
83714;24/08/1963;1200;0;;3.9;;;;;;
83714;25/08/1963;0000;;23.7;;7.6;1.5;13.18;82.75;1.666667;
83714;25/08/1963;1200;0;;3.8;;;;;;
83714;26/08/1963;0000;;24.5;;7.8;5.5;13.4;90.75;0.666667;
83714;26/08/1963;1200;0;;4.2;;;;;;
83714;27/08/1963;0000;;23.8;;10.1;3.8;10.92;82.75;0.333333;
83714;27/08/1963;1200;0;;4.1;;;;;;
83714;28/08/1963;0000;;25.8;;9.9;4;11.42;77.5;1.333333;
83714;28/08/1963;1200;0;;-2.5;;;;;;
83714;29/08/1963;0000;;25.6;;9.7;5;12.78;82;0.666667;
83714;29/08/1963;1200;0;;0.3;;;;;;
83714;30/08/1963;0000;;27;;8.8;3.9;12.56;82;1.666667;
83714;30/08/1963;1200;0;;2.2;;;;;;
83714;31/08/1963;0000;;26.4;;9.2;4.3;12.8;82;0.666667;
83714;31/08/1963;1200;0;;1.8;;;;;;
83714;01/09/1963;0000;;26.2;;8.4;4.6;13.12;82.75;0.666667;
83714;01/09/1963;1200;0;;2.6;;;;;;
83714;02/09/1963;0000;;26.8;;7.9;4.1;13.86;84;0.666667;
83714;02/09/1963;1200;0;;3.7;;;;;;
83714;03/09/1963;0000;;26.3;;9.2;4.2;13.1;87;1.333333;
83714;03/09/1963;1200;0;;2.8;;;;;;
83714;04/09/1963;0000;;25.8;;8.3;4.9;11.62;82.25;2;
83714;04/09/1963;1200;0;;1;;;;;;
83714;05/09/1963;0000;;25.3;;8.5;6;15.22;80.25;2.333333;
83714;05/09/1963;1200;0;;1.8;;;;;;
83714;06/09/1963;0000;;24.3;;8.9;4.3;13.3;87.5;3.333333;
83714;06/09/1963;1200;0;;3.4;;;;;;
83714;07/09/1963;0000;;22.4;;9;3.7;12.9;84.5;2;
83714;07/09/1963;1200;0;;3.7;;;;;;
83714;08/09/1963;0000;;24.6;;8.8;4.3;12.4;79.25;1.333333;
83714;08/09/1963;1200;0;;2.8;;;;;;
83714;09/09/1963;0000;;26.1;;8;5.2;15.62;77.25;3;
83714;09/09/1963;1200;0;;2.2;;;;;;
83714;10/09/1963;0000;;26.3;;0;5.3;14.22;84;2.333333;
83714;10/09/1963;1200;0;;5.8;;;;;;
83714;11/09/1963;0000;;25.1;;8.8;4.8;13.3;85.25;3;
83714;11/09/1963;1200;0;;3.8;;;;;;
83714;12/09/1963;0000;;26.2;;8.1;5;14.8;81.75;2.333333;
83714;12/09/1963;1200;0;;3.2;;;;;;
83714;13/09/1963;0000;;26.2;;7.9;3.5;13.66;81.5;2.333333;
83714;13/09/1963;1200;0;;5;;;;;;
83714;14/09/1963;0000;;25.1;;0;3.9;13.38;87.5;1.666667;
83714;14/09/1963;1200;0;;5.6;;;;;;
83714;15/09/1963;0000;;24.8;;0;3.8;14.9;92.5;2.333333;
83714;15/09/1963;1200;0;;5.7;;;;;;
83714;16/09/1963;0000;;22.6;;0;3.7;15.86;75;3;
83714;16/09/1963;1200;0;;7.2;;;;;;
83714;17/09/1963;0000;;21.8;;6.7;3.4;12.1;85;3.666667;
83714;17/09/1963;1200;0;;7.1;;;;;;
83714;18/09/1963;0000;;23.5;;7.9;5.4;11.94;75.25;3;
83714;18/09/1963;1200;0;;-0.6;;;;;;
83714;19/09/1963;0000;;24.5;;4.7;5.6;12.1;87;3.666667;
83714;19/09/1963;1200;0;;0;;;;;;
83714;20/09/1963;0000;;25;;4.3;5.3;11.66;84;2.333333;
83714;20/09/1963;1200;0;;0.8;;;;;;
83714;21/09/1963;0000;;22.8;;0;4.6;13.12;84.75;1.666667;
83714;21/09/1963;1200;0;;0.4;;;;;;
83714;22/09/1963;0000;;18.3;;0;3.8;12.52;91;3.666667;
83714;22/09/1963;1200;0;;7.8;;;;;;
83714;23/09/1963;0000;;20.8;;3.6;3.5;15.74;87;3;
83714;23/09/1963;1200;0.8;;9.1;;;;;;
83714;24/09/1963;0000;;22.9;;0;3.2;13.92;87.25;2.333333;
83714;24/09/1963;1200;0;;4.6;;;;;;
83714;25/09/1963;0000;;26.7;;0;2.1;16.28;79;3.666667;
83714;25/09/1963;1200;0;;8.5;;;;;;
83714;26/09/1963;0000;;27.1;;0;2.3;16.32;81;3;
83714;26/09/1963;1200;0;;9.8;;;;;;
83714;27/09/1963;0000;;26.4;;0;2.6;14.9;82.25;3.666667;
83714;27/09/1963;1200;0;;7.1;;;;;;
83714;28/09/1963;0000;;24.9;;0;2.2;14.6;77;3;
83714;28/09/1963;1200;0;;7.8;;;;;;
83714;29/09/1963;0000;;25.3;;0;2;15.48;77;3.666667;
83714;29/09/1963;1200;0;;7;;;;;;
83714;30/09/1963;0000;;26.3;;0;1.9;15.06;79.75;3;
83714;30/09/1963;1200;0;;8.8;;;;;;
83714;01/10/1963;0000;;18.1;;0;2.1;14.78;97.75;0;
83714;01/10/1963;1200;0;;12;;;;;;
83714;02/10/1963;0000;;21.3;;1.7;0.5;16.02;95;2.333333;
83714;02/10/1963;1200;0.9;;11;;;;;;
83714;03/10/1963;0000;;21.5;;4.6;1.9;17.06;89.25;3.666667;
83714;03/10/1963;1200;0;;13;;;;;;
83714;04/10/1963;0000;;26.4;;4.9;2.5;18.06;86.25;3;
83714;04/10/1963;1200;0.2;;13.7;;;;;;
83714;05/10/1963;0000;;26.2;;5.7;1.8;17.22;85.5;3.666667;
83714;05/10/1963;1200;13.1;;11.5;;;;;;
83714;06/10/1963;0000;;19.8;;0.5;2;12.72;91.25;2.333333;
83714;06/10/1963;1200;5.2;;10.1;;;;;;
83714;07/10/1963;0000;;19.7;;1.7;4.3;14.02;97.75;3;
83714;07/10/1963;1200;6.6;;8.2;;;;;;
83714;08/10/1963;0000;;25.9;;7.1;1.5;16.86;88.5;3;
83714;08/10/1963;1200;0;;8.2;;;;;;
83714;09/10/1963;0000;;26.2;;4.4;3.2;17.42;91;2;
83714;09/10/1963;1200;0;;10.1;;;;;;
83714;10/10/1963;0000;;26;;5.2;2.7;17.64;87;1;
83714;10/10/1963;1200;0.9;;9;;;;;;
83714;11/10/1963;0000;;27.5;;6.9;3.1;19.02;79.75;3.666667;
83714;11/10/1963;1200;0;;10;;;;;;
83714;12/10/1963;0000;;28.8;;6;3.4;19.64;80;3.666667;
83714;12/10/1963;1200;0;;13.1;;;;;;
83714;13/10/1963;0000;;28.6;;4.8;4.6;18.02;80.25;3;
83714;13/10/1963;1200;0;;12.1;;;;;;
83714;14/10/1963;0000;;30;;2.1;4.4;18.96;86.75;3.666667;
83714;14/10/1963;1200;0;;9.6;;;;;;
83714;15/10/1963;0000;;26.2;;7.7;3.2;18.52;94.25;2.333333;
83714;15/10/1963;1200;30.2;;13.1;;;;;;
83714;16/10/1963;0000;;28.1;;0;1.8;19.92;85;2.333333;
83714;16/10/1963;1200;4.1;;13.5;;;;;;
83714;17/10/1963;0000;;28.2;;3.4;3.9;19.5;85.5;3;
83714;17/10/1963;1200;0;;14.2;;;;;;
83714;18/10/1963;0000;;20.1;;1.8;2.7;16.04;95.5;2.333333;
83714;18/10/1963;1200;18.2;;12.5;;;;;;
83714;19/10/1963;0000;;23.5;;0;0.8;16.38;96;3;
83714;19/10/1963;1200;0;;10.5;;;;;;
83714;20/10/1963;0000;;21.8;;3.4;0.7;17;90.5;2.666667;
83714;20/10/1963;1200;24;;12.6;;;;;;
83714;21/10/1963;0000;;25.1;;4.2;1.4;17.1;93.25;3.666667;
83714;21/10/1963;1200;0.6;;14.2;;;;;;
83714;22/10/1963;0000;;17.2;;0;1.7;13.98;97.5;2.333333;
83714;22/10/1963;1200;95.5;;12.2;;;;;;
83714;23/10/1963;0000;;21.2;;1.8;0.3;15.2;99.25;3.666667;
83714;23/10/1963;1200;10.2;;12;;;;;;
83714;24/10/1963;0000;;20.3;;3.3;1.1;15.34;96;3;
83714;24/10/1963;1200;0;;12.8;;;;;;
83714;25/10/1963;0000;;22.2;;0;1.7;15.68;88.5;3.666667;
83714;25/10/1963;1200;0;;11.3;;;;;;
83714;26/10/1963;0000;;16.1;;1.5;2.9;13.94;99;2.333333;
83714;26/10/1963;1200;0;;11.6;;;;;;
83714;27/10/1963;0000;;24.9;;4.5;0.8;16.04;91.5;2.333333;
83714;27/10/1963;1200;12.6;;10;;;;;;
83714;28/10/1963;0000;;21.2;;1.5;0.9;16.76;96.75;3.666667;
83714;28/10/1963;1200;33.8;;11.6;;;;;;
83714;29/10/1963;0000;;22.8;;10.8;1.7;15.86;89.5;3;
83714;29/10/1963;1200;0;;9.2;;;;;;
83714;30/10/1963;0000;;25.3;;10.9;2.7;17.24;82;3;
83714;30/10/1963;1200;0;;6;;;;;;
83714;31/10/1963;0000;;26.4;;7.7;3.8;17;89;2.666667;
83714;31/10/1963;1200;0;;7.6;;;;;;
83714;01/12/1963;0000;;26.8;;5.5;3.5;17.84;86;3;
83714;01/12/1963;1200;;;9.2;;;;;;
83714;02/12/1963;0000;;22.4;;2.8;1.8;16.92;96;4.333333;
83714;02/12/1963;1200;104.2;;14.2;;;;;;
